 time            V_out           V_in            V_c2           
 3.59280000e-07  6.99070813e-01  2.13788751e-01  4.99487691e+00 
 3.60280000e-07  7.01452651e-01  2.14388201e-01  4.99725906e+00 
 3.61280000e-07  7.03834254e-01  2.14987560e-01  4.99964097e+00 
 3.62280000e-07  7.06215618e-01  2.15586826e-01  5.00202264e+00 
 3.63280000e-07  7.08596741e-01  2.16186001e-01  5.00440408e+00 
 3.64280000e-07  7.10977620e-01  2.16785083e-01  5.00678526e+00 
 3.65280000e-07  7.13358252e-01  2.17384075e-01  5.00916620e+00 
 3.66280000e-07  7.15738634e-01  2.17982974e-01  5.01154690e+00 
 3.67280000e-07  7.18118763e-01  2.18581782e-01  5.01392734e+00 
 3.68280000e-07  7.20498638e-01  2.19180498e-01  5.01630752e+00 
 3.69280000e-07  7.22878255e-01  2.19779122e-01  5.01868745e+00 
 3.70280000e-07  7.25257612e-01  2.20377655e-01  5.02106711e+00 
 3.71280000e-07  7.27636707e-01  2.20976096e-01  5.02344652e+00 
 3.72280000e-07  7.30015537e-01  2.21574445e-01  5.02582566e+00 
 3.73280000e-07  7.32394099e-01  2.22172703e-01  5.02820453e+00 
 3.74280000e-07  7.34772392e-01  2.22770869e-01  5.03058314e+00 
 3.75280000e-07  7.37150413e-01  2.23368943e-01  5.03296147e+00 
 3.76280000e-07  7.39528159e-01  2.23966926e-01  5.03533953e+00 
 3.77280000e-07  7.41905630e-01  2.24564816e-01  5.03771731e+00 
 3.78280000e-07  7.44282821e-01  2.25162615e-01  5.04009481e+00 
 3.79280000e-07  7.46659732e-01  2.25760322e-01  5.04247204e+00 
 3.80280000e-07  7.49036360e-01  2.26357937e-01  5.04484898e+00 
 3.81280000e-07  7.51412703e-01  2.26955459e-01  5.04722563e+00 
 3.82280000e-07  7.53788759e-01  2.27552890e-01  5.04960200e+00 
 3.83280000e-07  7.56164525e-01  2.28150228e-01  5.05197808e+00 
 3.84280000e-07  7.58540001e-01  2.28747473e-01  5.05435387e+00 
 3.85280000e-07  7.60915184e-01  2.29344626e-01  5.05672937e+00 
 3.86280000e-07  7.63290072e-01  2.29941686e-01  5.05910457e+00 
 3.87280000e-07  7.65664663e-01  2.30538653e-01  5.06147947e+00 
 3.88280000e-07  7.68038955e-01  2.31135528e-01  5.06385408e+00 
 3.89280000e-07  7.70412946e-01  2.31732309e-01  5.06622838e+00 
 3.90280000e-07  7.72786635e-01  2.32328996e-01  5.06860239e+00 
 3.91280000e-07  7.75160020e-01  2.32925590e-01  5.07097609e+00 
 3.92280000e-07  7.77533098e-01  2.33522091e-01  5.07334948e+00 
 3.93280000e-07  7.79905869e-01  2.34118497e-01  5.07572257e+00 
 3.94280000e-07  7.82278329e-01  2.34714810e-01  5.07809534e+00 
 3.95280000e-07  7.84650478e-01  2.35311027e-01  5.08046781e+00 
 3.96280000e-07  7.87022314e-01  2.35907151e-01  5.08283996e+00 
 3.97280000e-07  7.89393835e-01  2.36503180e-01  5.08521180e+00 
 3.98280000e-07  7.91765039e-01  2.37099113e-01  5.08758332e+00 
 3.99280000e-07  7.94135925e-01  2.37694952e-01  5.08995452e+00 
 4.00280000e-07  7.96506490e-01  2.38290695e-01  5.09232540e+00 
 4.01280000e-07  7.98876734e-01  2.38886342e-01  5.09469596e+00 
 4.02280000e-07  8.01246654e-01  2.39481893e-01  5.09706620e+00 
 4.03280000e-07  8.03616249e-01  2.40077349e-01  5.09943611e+00 
 4.04280000e-07  8.05985516e-01  2.40672707e-01  5.10180569e+00 
 4.05280000e-07  8.08354456e-01  2.41267969e-01  5.10417495e+00 
 4.06280000e-07  8.10723065e-01  2.41863134e-01  5.10654388e+00 
 4.07280000e-07  8.13091343e-01  2.42458202e-01  5.10891247e+00 
 4.08280000e-07  8.15459287e-01  2.43053172e-01  5.11128074e+00 
 4.09280000e-07  8.17826896e-01  2.43648045e-01  5.11364866e+00 
 4.10280000e-07  8.20194168e-01  2.44242819e-01  5.11601625e+00 
 4.11280000e-07  8.22561102e-01  2.44837495e-01  5.11838351e+00 
 4.12280000e-07  8.24927696e-01  2.45432073e-01  5.12075042e+00 
 4.13280000e-07  8.27293949e-01  2.46026551e-01  5.12311699e+00 
 4.14280000e-07  8.29659858e-01  2.46620930e-01  5.12548322e+00 
 4.15280000e-07  8.32025423e-01  2.47215210e-01  5.12784911e+00 
 4.16280000e-07  8.34390641e-01  2.47809390e-01  5.13021464e+00 
 4.17280000e-07  8.36755512e-01  2.48403470e-01  5.13257983e+00 
 4.18280000e-07  8.39120033e-01  2.48997449e-01  5.13494468e+00 
 4.19280000e-07  8.41484203e-01  2.49591328e-01  5.13730917e+00 
 4.20280000e-07  8.43848021e-01  2.50185106e-01  5.13967330e+00 
 4.21280000e-07  8.46211484e-01  2.50778783e-01  5.14203709e+00 
 4.22280000e-07  8.48574591e-01  2.51372358e-01  5.14440052e+00 
 4.23280000e-07  8.50937342e-01  2.51965831e-01  5.14676359e+00 
 4.24280000e-07  8.53299733e-01  2.52559202e-01  5.14912630e+00 
 4.25280000e-07  8.55661764e-01  2.53152471e-01  5.15148865e+00 
 4.26280000e-07  8.58023433e-01  2.53745636e-01  5.15385064e+00 
 4.27280000e-07  8.60384738e-01  2.54338699e-01  5.15621227e+00 
 4.28280000e-07  8.62745678e-01  2.54931659e-01  5.15857353e+00 
 4.29280000e-07  8.65106251e-01  2.55524515e-01  5.16093443e+00 
 4.30280000e-07  8.67466456e-01  2.56117266e-01  5.16329496e+00 
 4.31280000e-07  8.69826292e-01  2.56709914e-01  5.16565512e+00 
 4.32280000e-07  8.72185756e-01  2.57302457e-01  5.16801490e+00 
 4.33280000e-07  8.74544847e-01  2.57894895e-01  5.17037432e+00 
 4.34280000e-07  8.76903563e-01  2.58487229e-01  5.17273336e+00 
 4.35280000e-07  8.79261904e-01  2.59079456e-01  5.17509202e+00 
 4.36280000e-07  8.81619867e-01  2.59671579e-01  5.17745031e+00 
 4.37280000e-07  8.83977451e-01  2.60263595e-01  5.17980822e+00 
 4.38280000e-07  8.86334655e-01  2.60855505e-01  5.18216575e+00 
 4.39280000e-07  8.88691476e-01  2.61447308e-01  5.18452289e+00 
 4.40280000e-07  8.91047914e-01  2.62039005e-01  5.18687965e+00 
 4.41280000e-07  8.93403967e-01  2.62630594e-01  5.18923603e+00 
 4.42280000e-07  8.95759633e-01  2.63222076e-01  5.19159202e+00 
 4.43280000e-07  8.98114910e-01  2.63813450e-01  5.19394762e+00 
 4.44280000e-07  9.00469798e-01  2.64404717e-01  5.19630284e+00 
 4.45280000e-07  9.02824295e-01  2.64995875e-01  5.19865766e+00 
 4.46280000e-07  9.05178399e-01  2.65586925e-01  5.20101209e+00 
 4.47280000e-07  9.07532108e-01  2.66177866e-01  5.20336613e+00 
 4.48280000e-07  9.09885422e-01  2.66768698e-01  5.20571977e+00 
 4.49280000e-07  9.12238338e-01  2.67359420e-01  5.20807301e+00 
 4.50280000e-07  9.14590856e-01  2.67950033e-01  5.21042585e+00 
 4.51280000e-07  9.16942974e-01  2.68540536e-01  5.21277830e+00 
 4.52280000e-07  9.19294689e-01  2.69130929e-01  5.21513034e+00 
 4.53280000e-07  9.21646001e-01  2.69721212e-01  5.21748198e+00 
 4.54280000e-07  9.23996909e-01  2.70311384e-01  5.21983321e+00 
 4.55280000e-07  9.26347410e-01  2.70901445e-01  5.22218404e+00 
 4.56280000e-07  9.28697504e-01  2.71491395e-01  5.22453446e+00 
 4.57280000e-07  9.31047188e-01  2.72081233e-01  5.22688448e+00 
 4.58280000e-07  9.33396462e-01  2.72670960e-01  5.22923408e+00 
 4.59280000e-07  9.35745323e-01  2.73260575e-01  5.23158327e+00 
 4.60280000e-07  9.38093771e-01  2.73850078e-01  5.23393204e+00 
 4.61280000e-07  9.40441803e-01  2.74439468e-01  5.23628041e+00 
 4.62280000e-07  9.42789420e-01  2.75028746e-01  5.23862835e+00 
 4.63280000e-07  9.45136618e-01  2.75617910e-01  5.24097588e+00 
 4.64280000e-07  9.47483396e-01  2.76206961e-01  5.24332299e+00 
 4.65280000e-07  9.49829754e-01  2.76795899e-01  5.24566967e+00 
 4.66280000e-07  9.52175689e-01  2.77384724e-01  5.24801594e+00 
 4.67280000e-07  9.54521201e-01  2.77973434e-01  5.25036178e+00 
 4.68280000e-07  9.56866287e-01  2.78562030e-01  5.25270720e+00 
 4.69280000e-07  9.59210947e-01  2.79150512e-01  5.25505219e+00 
 4.70280000e-07  9.61555178e-01  2.79738879e-01  5.25739675e+00 
 4.71280000e-07  9.63898980e-01  2.80327131e-01  5.25974088e+00 
 4.72280000e-07  9.66242351e-01  2.80915268e-01  5.26208458e+00 
 4.73280000e-07  9.68585289e-01  2.81503289e-01  5.26442785e+00 
 4.74280000e-07  9.70927794e-01  2.82091195e-01  5.26677069e+00 
 4.75280000e-07  9.73269864e-01  2.82678985e-01  5.26911309e+00 
 4.76280000e-07  9.75611496e-01  2.83266659e-01  5.27145505e+00 
 4.77280000e-07  9.77952691e-01  2.83854216e-01  5.27379658e+00 
 4.78280000e-07  9.80293447e-01  2.84441657e-01  5.27613767e+00 
 4.79280000e-07  9.82633761e-01  2.85028981e-01  5.27847831e+00 
 4.80280000e-07  9.84973634e-01  2.85616188e-01  5.28081852e+00 
 4.81280000e-07  9.87313063e-01  2.86203277e-01  5.28315828e+00 
 4.82280000e-07  9.89652046e-01  2.86790249e-01  5.28549760e+00 
 4.83280000e-07  9.91990584e-01  2.87377103e-01  5.28783647e+00 
 4.84280000e-07  9.94328673e-01  2.87963839e-01  5.29017489e+00 
 4.85280000e-07  9.96666314e-01  2.88550457e-01  5.29251286e+00 
 4.86280000e-07  9.99003504e-01  2.89136956e-01  5.29485039e+00 
 4.87280000e-07  1.00134024e+00  2.89723337e-01  5.29718746e+00 
 4.88280000e-07  1.00367653e+00  2.90309598e-01  5.29952408e+00 
 4.89280000e-07  1.00601236e+00  2.90895741e-01  5.30186024e+00 
 4.90280000e-07  1.00834773e+00  2.91481763e-01  5.30419595e+00 
 4.91280000e-07  1.01068265e+00  2.92067667e-01  5.30653120e+00 
 4.92280000e-07  1.01301711e+00  2.92653450e-01  5.30886599e+00 
 4.93280000e-07  1.01535111e+00  2.93239113e-01  5.31120033e+00 
 4.94280000e-07  1.01768464e+00  2.93824655e-01  5.31353420e+00 
 4.95280000e-07  1.02001772e+00  2.94410077e-01  5.31586761e+00 
 4.96280000e-07  1.02235033e+00  2.94995378e-01  5.31820055e+00 
 4.97280000e-07  1.02468247e+00  2.95580558e-01  5.32053303e+00 
 4.98280000e-07  1.02701415e+00  2.96165617e-01  5.32286505e+00 
 4.99280000e-07  1.02934536e+00  2.96750553e-01  5.32519659e+00 
 5.00280000e-07  1.03167610e+00  2.97335368e-01  5.32752767e+00 
 5.01280000e-07  1.03400637e+00  2.97920061e-01  5.32985828e+00 
 5.02280000e-07  1.03633617e+00  2.98504632e-01  5.33218841e+00 
 5.03280000e-07  1.03866549e+00  2.99089080e-01  5.33451807e+00 
 5.04280000e-07  1.04099434e+00  2.99673405e-01  5.33684726e+00 
 5.05280000e-07  1.04332271e+00  3.00257607e-01  5.33917597e+00 
 5.06280000e-07  1.04565061e+00  3.00841686e-01  5.34150420e+00 
 5.07280000e-07  1.04797803e+00  3.01425642e-01  5.34383196e+00 
 5.08280000e-07  1.05030497e+00  3.02009473e-01  5.34615923e+00 
 5.09280000e-07  1.05263142e+00  3.02593181e-01  5.34848603e+00 
 5.10280000e-07  1.05495740e+00  3.03176764e-01  5.35081234e+00 
 5.11280000e-07  1.05728289e+00  3.03760223e-01  5.35313817e+00 
 5.12280000e-07  1.05960789e+00  3.04343557e-01  5.35546351e+00 
 5.13280000e-07  1.06193241e+00  3.04926766e-01  5.35778836e+00 
 5.14280000e-07  1.06425644e+00  3.05509849e-01  5.36011273e+00 
 5.15280000e-07  1.06657998e+00  3.06092808e-01  5.36243661e+00 
 5.16280000e-07  1.06890303e+00  3.06675640e-01  5.36476000e+00 
 5.17280000e-07  1.07122559e+00  3.07258347e-01  5.36708290e+00 
 5.18280000e-07  1.07354765e+00  3.07840927e-01  5.36940530e+00 
 5.19280000e-07  1.07586922e+00  3.08423381e-01  5.37172722e+00 
 5.20280000e-07  1.07819030e+00  3.09005709e-01  5.37404863e+00 
 5.21280000e-07  1.08051088e+00  3.09587909e-01  5.37636955e+00 
 5.22280000e-07  1.08283096e+00  3.10169982e-01  5.37868997e+00 
 5.23280000e-07  1.08515054e+00  3.10751928e-01  5.38100989e+00 
 5.24280000e-07  1.08746962e+00  3.11333745e-01  5.38332931e+00 
 5.25280000e-07  1.08978819e+00  3.11915435e-01  5.38564823e+00 
 5.26280000e-07  1.09210627e+00  3.12496997e-01  5.38796664e+00 
 5.27280000e-07  1.09442384e+00  3.13078431e-01  5.39028455e+00 
 5.28280000e-07  1.09674090e+00  3.13659735e-01  5.39260196e+00 
 5.29280000e-07  1.09905745e+00  3.14240911e-01  5.39491885e+00 
 5.30280000e-07  1.10137350e+00  3.14821957e-01  5.39723524e+00 
 5.31280000e-07  1.10368904e+00  3.15402874e-01  5.39955112e+00 
 5.32280000e-07  1.10600406e+00  3.15983662e-01  5.40186649e+00 
 5.33280000e-07  1.10831857e+00  3.16564319e-01  5.40418134e+00 
 5.34280000e-07  1.11063257e+00  3.17144846e-01  5.40649568e+00 
 5.35280000e-07  1.11294606e+00  3.17725243e-01  5.40880951e+00 
 5.36280000e-07  1.11525902e+00  3.18305509e-01  5.41112282e+00 
 5.37280000e-07  1.11757147e+00  3.18885644e-01  5.41343561e+00 
 5.38280000e-07  1.11988340e+00  3.19465648e-01  5.41574788e+00 
 5.39280000e-07  1.12219481e+00  3.20045520e-01  5.41805963e+00 
 5.40280000e-07  1.12450570e+00  3.20625261e-01  5.42037087e+00 
 5.41280000e-07  1.12681606e+00  3.21204870e-01  5.42268157e+00 
 5.42280000e-07  1.12912590e+00  3.21784346e-01  5.42499176e+00 
 5.43280000e-07  1.13143522e+00  3.22363690e-01  5.42730142e+00 
 5.44280000e-07  1.13374401e+00  3.22942901e-01  5.42961055e+00 
 5.45280000e-07  1.13605226e+00  3.23521979e-01  5.43191915e+00 
 5.46280000e-07  1.13835999e+00  3.24100924e-01  5.43422723e+00 
 5.47280000e-07  1.14066719e+00  3.24679736e-01  5.43653477e+00 
 5.48280000e-07  1.14297386e+00  3.25258413e-01  5.43884178e+00 
 5.49280000e-07  1.14527999e+00  3.25836957e-01  5.44114826e+00 
 5.50280000e-07  1.14758559e+00  3.26415366e-01  5.44345420e+00 
 5.51280000e-07  1.14989065e+00  3.26993641e-01  5.44575961e+00 
 5.52280000e-07  1.15219518e+00  3.27571781e-01  5.44806448e+00 
 5.53280000e-07  1.15449916e+00  3.28149786e-01  5.45036881e+00 
 5.54280000e-07  1.15680261e+00  3.28727655e-01  5.45267260e+00 
 5.55280000e-07  1.15910551e+00  3.29305389e-01  5.45497585e+00 
 5.56280000e-07  1.16140788e+00  3.29882988e-01  5.45727856e+00 
 5.57280000e-07  1.16370969e+00  3.30460450e-01  5.45958073e+00 
 5.58280000e-07  1.16601097e+00  3.31037775e-01  5.46188234e+00 
 5.59280000e-07  1.16831169e+00  3.31614964e-01  5.46418342e+00 
 5.60280000e-07  1.17061187e+00  3.32192017e-01  5.46648394e+00 
 5.61280000e-07  1.17291150e+00  3.32768932e-01  5.46878392e+00 
 5.62280000e-07  1.17521057e+00  3.33345709e-01  5.47108334e+00 
 5.63280000e-07  1.17750910e+00  3.33922349e-01  5.47338221e+00 
 5.64280000e-07  1.17980707e+00  3.34498851e-01  5.47568053e+00 
 5.65280000e-07  1.18210449e+00  3.35075215e-01  5.47797830e+00 
 5.66280000e-07  1.18440135e+00  3.35651441e-01  5.48027551e+00 
 5.67280000e-07  1.18669765e+00  3.36227528e-01  5.48257216e+00 
 5.68280000e-07  1.18899340e+00  3.36803475e-01  5.48486825e+00 
 5.69280000e-07  1.19128858e+00  3.37379284e-01  5.48716379e+00 
 5.70280000e-07  1.19358321e+00  3.37954953e-01  5.48945876e+00 
 5.71280000e-07  1.19587727e+00  3.38530482e-01  5.49175317e+00 
 5.72280000e-07  1.19817076e+00  3.39105872e-01  5.49404701e+00 
 5.73280000e-07  1.20046369e+00  3.39681121e-01  5.49634029e+00 
 5.74280000e-07  1.20275606e+00  3.40256229e-01  5.49863301e+00 
 5.75280000e-07  1.20504786e+00  3.40831197e-01  5.50092515e+00 
 5.76280000e-07  1.20733908e+00  3.41406024e-01  5.50321673e+00 
 5.77280000e-07  1.20962974e+00  3.41980709e-01  5.50550774e+00 
 5.78280000e-07  1.21191982e+00  3.42555253e-01  5.50779817e+00 
 5.79280000e-07  1.21420933e+00  3.43129655e-01  5.51008803e+00 
 5.80280000e-07  1.21649827e+00  3.43703915e-01  5.51237731e+00 
 5.81280000e-07  1.21878662e+00  3.44278032e-01  5.51466602e+00 
 5.82280000e-07  1.22107440e+00  3.44852007e-01  5.51695415e+00 
 5.83280000e-07  1.22336161e+00  3.45425839e-01  5.51924171e+00 
 5.84280000e-07  1.22564823e+00  3.45999527e-01  5.52152868e+00 
 5.85280000e-07  1.22793427e+00  3.46573072e-01  5.52381507e+00 
 5.86280000e-07  1.23021972e+00  3.47146474e-01  5.52610088e+00 
 5.87280000e-07  1.23250459e+00  3.47719732e-01  5.52838610e+00 
 5.88280000e-07  1.23478888e+00  3.48292845e-01  5.53067074e+00 
 5.89280000e-07  1.23707258e+00  3.48865814e-01  5.53295479e+00 
 5.90280000e-07  1.23935569e+00  3.49438638e-01  5.53523825e+00 
 5.91280000e-07  1.24163821e+00  3.50011317e-01  5.53752112e+00 
 5.92280000e-07  1.24392013e+00  3.50583850e-01  5.53980340e+00 
 5.93280000e-07  1.24620147e+00  3.51156239e-01  5.54208509e+00 
 5.94280000e-07  1.24848221e+00  3.51728481e-01  5.54436618e+00 
 5.95280000e-07  1.25076235e+00  3.52300577e-01  5.54664668e+00 
 5.96280000e-07  1.25304190e+00  3.52872527e-01  5.54892658e+00 
 5.97280000e-07  1.25532085e+00  3.53444330e-01  5.55120588e+00 
 5.98280000e-07  1.25759920e+00  3.54015987e-01  5.55348458e+00 
 5.99280000e-07  1.25987694e+00  3.54587496e-01  5.55576268e+00 
 6.00280000e-07  1.26215409e+00  3.55158857e-01  5.55804018e+00 
 6.01280000e-07  1.26443063e+00  3.55730071e-01  5.56031708e+00 
 6.02280000e-07  1.26670656e+00  3.56301138e-01  5.56259336e+00 
 6.03280000e-07  1.26898189e+00  3.56872055e-01  5.56486905e+00 
 6.04280000e-07  1.27125661e+00  3.57442825e-01  5.56714412e+00 
 6.05280000e-07  1.27353072e+00  3.58013445e-01  5.56941858e+00 
 6.06280000e-07  1.27580422e+00  3.58583917e-01  5.57169243e+00 
 6.07280000e-07  1.27807710e+00  3.59154239e-01  5.57396567e+00 
 6.08280000e-07  1.28034937e+00  3.59724411e-01  5.57623830e+00 
 6.09280000e-07  1.28262103e+00  3.60294434e-01  5.57851031e+00 
 6.10280000e-07  1.28489206e+00  3.60864307e-01  5.58078170e+00 
 6.11280000e-07  1.28716248e+00  3.61434029e-01  5.58305248e+00 
 6.12280000e-07  1.28943228e+00  3.62003600e-01  5.58532263e+00 
 6.13280000e-07  1.29170146e+00  3.62573021e-01  5.58759217e+00 
 6.14280000e-07  1.29397001e+00  3.63142290e-01  5.58986108e+00 
 6.15280000e-07  1.29623794e+00  3.63711408e-01  5.59212936e+00 
 6.16280000e-07  1.29850525e+00  3.64280374e-01  5.59439702e+00 
 6.17280000e-07  1.30077192e+00  3.64849189e-01  5.59666406e+00 
 6.18280000e-07  1.30303797e+00  3.65417850e-01  5.59893046e+00 
 6.19280000e-07  1.30530339e+00  3.65986360e-01  5.60119623e+00 
 6.20280000e-07  1.30756817e+00  3.66554716e-01  5.60346138e+00 
 6.21280000e-07  1.30983232e+00  3.67122919e-01  5.60572589e+00 
 6.22280000e-07  1.31209584e+00  3.67690969e-01  5.60798976e+00 
 6.23280000e-07  1.31435872e+00  3.68258865e-01  5.61025300e+00 
 6.24280000e-07  1.31662097e+00  3.68826608e-01  5.61251560e+00 
 6.25280000e-07  1.31888257e+00  3.69394196e-01  5.61477756e+00 
 6.26280000e-07  1.32114353e+00  3.69961629e-01  5.61703888e+00 
 6.27280000e-07  1.32340385e+00  3.70528908e-01  5.61929956e+00 
 6.28280000e-07  1.32566353e+00  3.71096032e-01  5.62155960e+00 
 6.29280000e-07  1.32792256e+00  3.71663000e-01  5.62381899e+00 
 6.30280000e-07  1.33018095e+00  3.72229813e-01  5.62607773e+00 
 6.31280000e-07  1.33243868e+00  3.72796470e-01  5.62833583e+00 
 6.32280000e-07  1.33469577e+00  3.73362971e-01  5.63059327e+00 
 6.33280000e-07  1.33695221e+00  3.73929315e-01  5.63285007e+00 
 6.34280000e-07  1.33920799e+00  3.74495503e-01  5.63510621e+00 
 6.35280000e-07  1.34146312e+00  3.75061533e-01  5.63736170e+00 
 6.36280000e-07  1.34371759e+00  3.75627407e-01  5.63961653e+00 
 6.37280000e-07  1.34597140e+00  3.76193123e-01  5.64187070e+00 
 6.38280000e-07  1.34822456e+00  3.76758681e-01  5.64412422e+00 
 6.39280000e-07  1.35047705e+00  3.77324081e-01  5.64637707e+00 
 6.40280000e-07  1.35272888e+00  3.77889322e-01  5.64862926e+00 
 6.41280000e-07  1.35498005e+00  3.78454405e-01  5.65088079e+00 
 6.42280000e-07  1.35723055e+00  3.79019329e-01  5.65313166e+00 
 6.43280000e-07  1.35948039e+00  3.79584094e-01  5.65538185e+00 
 6.44280000e-07  1.36172956e+00  3.80148699e-01  5.65763138e+00 
 6.45280000e-07  1.36397805e+00  3.80713145e-01  5.65988024e+00 
 6.46280000e-07  1.36622588e+00  3.81277430e-01  5.66212843e+00 
 6.47280000e-07  1.36847303e+00  3.81841555e-01  5.66437594e+00 
 6.48280000e-07  1.37071951e+00  3.82405519e-01  5.66662278e+00 
 6.49280000e-07  1.37296531e+00  3.82969323e-01  5.66886894e+00 
 6.50280000e-07  1.37521043e+00  3.83532965e-01  5.67111443e+00 
 6.51280000e-07  1.37745488e+00  3.84096446e-01  5.67335923e+00 
 6.52280000e-07  1.37969864e+00  3.84659764e-01  5.67560335e+00 
 6.53280000e-07  1.38194172e+00  3.85222921e-01  5.67784680e+00 
 6.54280000e-07  1.38418411e+00  3.85785916e-01  5.68008955e+00 
 6.55280000e-07  1.38642582e+00  3.86348748e-01  5.68233162e+00 
 6.56280000e-07  1.38866684e+00  3.86911417e-01  5.68457301e+00 
 6.57280000e-07  1.39090717e+00  3.87473922e-01  5.68681370e+00 
 6.58280000e-07  1.39314681e+00  3.88036264e-01  5.68905370e+00 
 6.59280000e-07  1.39538576e+00  3.88598443e-01  5.69129301e+00 
 6.60280000e-07  1.39762401e+00  3.89160457e-01  5.69353163e+00 
 6.61280000e-07  1.39986156e+00  3.89722307e-01  5.69576955e+00 
 6.62280000e-07  1.40209842e+00  3.90283992e-01  5.69800677e+00 
 6.63280000e-07  1.40433458e+00  3.90845513e-01  5.70024329e+00 
 6.64280000e-07  1.40657004e+00  3.91406868e-01  5.70247911e+00 
 6.65280000e-07  1.40880479e+00  3.91968057e-01  5.70471423e+00 
 6.66280000e-07  1.41103884e+00  3.92529081e-01  5.70694865e+00 
 6.67280000e-07  1.41327219e+00  3.93089939e-01  5.70918236e+00 
 6.68280000e-07  1.41550482e+00  3.93650630e-01  5.71141536e+00 
 6.69280000e-07  1.41773675e+00  3.94211154e-01  5.71364765e+00 
 6.70280000e-07  1.41996797e+00  3.94771512e-01  5.71587923e+00 
 6.71280000e-07  1.42219847e+00  3.95331702e-01  5.71811010e+00 
 6.72280000e-07  1.42442826e+00  3.95891724e-01  5.72034025e+00 
 6.73280000e-07  1.42665733e+00  3.96451579e-01  5.72256969e+00 
 6.74280000e-07  1.42888568e+00  3.97011265e-01  5.72479840e+00 
 6.75280000e-07  1.43111331e+00  3.97570783e-01  5.72702640e+00 
 6.76280000e-07  1.43334022e+00  3.98130132e-01  5.72925368e+00 
 6.77280000e-07  1.43556641e+00  3.98689312e-01  5.73148023e+00 
 6.78280000e-07  1.43779187e+00  3.99248323e-01  5.73370606e+00 
 6.79280000e-07  1.44001661e+00  3.99807164e-01  5.73593116e+00 
 6.80280000e-07  1.44224061e+00  4.00365835e-01  5.73815554e+00 
 6.81280000e-07  1.44446389e+00  4.00924335e-01  5.74037918e+00 
 6.82280000e-07  1.44668643e+00  4.01482665e-01  5.74260209e+00 
 6.83280000e-07  1.44890824e+00  4.02040824e-01  5.74482426e+00 
 6.84280000e-07  1.45112932e+00  4.02598812e-01  5.74704570e+00 
 6.85280000e-07  1.45334965e+00  4.03156629e-01  5.74926641e+00 
 6.86280000e-07  1.45556925e+00  4.03714273e-01  5.75148637e+00 
 6.87280000e-07  1.45778810e+00  4.04271746e-01  5.75370559e+00 
 6.88280000e-07  1.46000621e+00  4.04829046e-01  5.75592407e+00 
 6.89280000e-07  1.46222358e+00  4.05386173e-01  5.75814180e+00 
 6.90280000e-07  1.46444020e+00  4.05943127e-01  5.76035879e+00 
 6.91280000e-07  1.46665607e+00  4.06499908e-01  5.76257503e+00 
 6.92280000e-07  1.46887119e+00  4.07056516e-01  5.76479052e+00 
 6.93280000e-07  1.47108555e+00  4.07612949e-01  5.76700525e+00 
 6.94280000e-07  1.47329916e+00  4.08169208e-01  5.76921923e+00 
 6.95280000e-07  1.47551202e+00  4.08725292e-01  5.77143246e+00 
 6.96280000e-07  1.47772412e+00  4.09281202e-01  5.77364492e+00 
 6.97280000e-07  1.47993546e+00  4.09836936e-01  5.77585663e+00 
 6.98280000e-07  1.48214603e+00  4.10392495e-01  5.77806758e+00 
 6.99280000e-07  1.48435584e+00  4.10947878e-01  5.78027776e+00 
 7.00280000e-07  1.48656489e+00  4.11503084e-01  5.78248717e+00 
 7.01280000e-07  1.48877317e+00  4.12058115e-01  5.78469582e+00 
 7.02280000e-07  1.49098068e+00  4.12612968e-01  5.78690370e+00 
 7.03280000e-07  1.49318741e+00  4.13167644e-01  5.78911080e+00 
 7.04280000e-07  1.49539337e+00  4.13722143e-01  5.79131714e+00 
 7.05280000e-07  1.49759856e+00  4.14276464e-01  5.79352269e+00 
 7.06280000e-07  1.49980297e+00  4.14830608e-01  5.79572747e+00 
 7.07280000e-07  1.50200660e+00  4.15384572e-01  5.79793148e+00 
 7.08280000e-07  1.50420945e+00  4.15938358e-01  5.80013469e+00 
 7.09280000e-07  1.50641152e+00  4.16491965e-01  5.80233713e+00 
 7.10280000e-07  1.50861280e+00  4.17045393e-01  5.80453878e+00 
 7.11280000e-07  1.51081329e+00  4.17598641e-01  5.80673964e+00 
 7.12280000e-07  1.51301299e+00  4.18151709e-01  5.80893972e+00 
 7.13280000e-07  1.51521190e+00  4.18704596e-01  5.81113900e+00 
 7.14280000e-07  1.51741002e+00  4.19257303e-01  5.81333749e+00 
 7.15280000e-07  1.51960734e+00  4.19809829e-01  5.81553518e+00 
 7.16280000e-07  1.52180386e+00  4.20362174e-01  5.81773208e+00 
 7.17280000e-07  1.52399959e+00  4.20914337e-01  5.81992817e+00 
 7.18280000e-07  1.52619451e+00  4.21466318e-01  5.82212346e+00 
 7.19280000e-07  1.52838863e+00  4.22018116e-01  5.82431795e+00 
 7.20280000e-07  1.53058194e+00  4.22569732e-01  5.82651164e+00 
 7.21280000e-07  1.53277444e+00  4.23121165e-01  5.82870451e+00 
 7.22280000e-07  1.53496613e+00  4.23672415e-01  5.83089658e+00 
 7.23280000e-07  1.53715701e+00  4.24223481e-01  5.83308783e+00 
 7.24280000e-07  1.53934708e+00  4.24774363e-01  5.83527827e+00 
 7.25280000e-07  1.54153633e+00  4.25325061e-01  5.83746789e+00 
